topic,alligator,ant,babybeluga,bear,bee,bird,birdie,bunny,butterfly,cat,caterpillar,cheetah,chicken,chickens,chicky,cow,crab,cricket,crocodile,deeno,deer,dino,dinosaur,dinosaurs,dog,doggy,donkey,dragon,duck,duckling,ducky,elephant,fish,fishy,fox,frog,frogger,froggy,giraffe,goat,goldfish,goose,gummybear,hippo,horse,horsey,jellyfish,kangaroo,kitty,kittycat,ladybug,lamb,lamby,lion,llama,monkey,monkeys,mouse,octopus,orca,owl,peacock,peep,penguin,pig,piggy,pony,puppy,rabbit,raccoon,reindeer,robin,scuttlebug,shark,sheep,skunk,snail,snake,snowleopard,spider,squirrel,teddy,teddybear,tiger,trex,turkey,turtle,whale,wonderpets,wormy,wubba,wubby,zebra
61,0,0,0,0,0,0,0,0,0,0,0,0,0.00017763,0,0,0,0,0,0,0,0,0,6.23E-05,0,0,0.000275074,0,0.000106144,0.000224946,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.000279351,0,0,0.000568374,0.000353986,0.000155732,0,0,0.000177402,0.001350578,0,0,0.00179593,0.000333612,0,0.000580664,0.00064535,0,0,0,0.000354693,0,0,0,0.001593883,0,0,0.000209392,0,0,0,0.000458942,0.001484432,0,7.64E-05,8.53E-05,0,0,0,0.000648674,0,0,0,0.00011037,5.54E-05,0,0,0,0.000143454,0,0,0.000362593,0,0.000147157,0,0.00069128,0.000366468,0.000324027,0.000435209,0,0.000270529,0,0,8.84E-05,0.000518185,0,0,0,0.000441959,0.000214884,0,0,0,0,0.000790163,0.000239096,0,0.000261204,0,0,0.000748648,0,0,0.000462572,0,0.00014221,0.000321648,0.000289578,0,0,0,0,0
63,0,0,0,2.57E-05,0,0.000234369,0,0,0,0,0,0,0,0,0,1.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000510587,0,4.13E-05,0,0,0,0,0,0,0,0,0,4.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,2.24E-05,0,0,0,0,0,0,7.42E-05,0,0.000137148,3.11E-05,0,0,0,0,0,0,0,0,5.69E-05,0,0.000644148,0.000285925,0.000296252,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0.000750778,5.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000193053,0,0,0,0,0,0,0,0,8.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147909,0,5.64E-05,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0,0,0,0,0,0.000367097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046543085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,6.11E-05,0,0,0,0,1.19E-05,4.73E-05,0,4.55E-05,0,0,0,0,0.000156709,0,0,0.000185336,0,1.70E-05,9.21E-06,0,0,0,0,0.00012867,0,0,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0,0.00012626,8.72E-05,0,0,0.000333372,1.06E-05,0,0,0,3.75E-05,0,0,0.000102146,0,0,0,0.000554187,0,0,6.00E-05,0,0,0,0,0,2.48E-05,0,0,0,0,0,0,8.66E-05,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2.87E-06,0,0,2.18E-05,8.23E-05,1.33E-05,0,0,0.00017367,4.13E-05,0,0,0,0,0,9.62E-06,4.21E-06,0,5.24E-06,0,1.63E-05,0,0,0,1.62E-06,0,0,3.32E-05,0,0,0,0,4.88E-05,0,0.000120609,0,0,0,0,0,0,0,0,0,0.000446619,0,0,0,0,0,0,2.66E-05,0,2.92E-05,0,0,0,0,0,0,4.16E-06,0,0,4.93E-07,3.59E-06,0,3.46E-05,0,2.94E-06,0,0,0,0,0,0,0,0,3.79E-06,0,0,0,0,0,0,0,0.00025121,0,8.01E-05,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,8.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129111,0,0,0,0,3.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372013,0,0,0,0,0,0,0,2.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0.00016754,0,0.000162126,0,1.35E-06,0,2.76E-05,0,0,0,2.32E-05,0,8.61E-05,0,8.05E-05,0,0,0.000229663,0,0,0,0.000135492,0,0,3.82E-05,6.95E-05,0,0,0,0.000536983,0,0.000134217,3.11E-05,0,0,0,3.60E-05,0,0,0,0,0.000283905,0,0,0,2.47E-05,0,0,5.39E-05,0,8.26E-05,0,0,0,2.24E-05,0,0,4.39E-05,2.64E-05,0,7.25E-06,5.16E-05,1.11E-05,0.000122732,0,6.13E-05,0,1.46E-05,3.22E-05,0,4.56E-05,0.000357499,0,0,6.76E-05,0,4.95E-06,6.11E-05,0,0,6.99E-05,0,0.000134924,0,0,0,0,0,0,0
